msrc_transactionid,msrc_customerid,msrc_transactionsessionid,msrc_productcatalogid,msrc_transactionlocationid,msrc_transactionchanneltype,msrc_transactiontimestamp,msrc_transactiontype,msrc_paymenttype,msrc_transactionamount,msrc_discountappliedamount,msrc_ontimedelivery,msrc_customerscorereview
0836807f-b473-4462-9d4d-b2d4bffd83d7,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,7d38fb91-73f8-4ee4-ac96-b1556349c8d6,994ec80e-1248-4fc4-af6f-f8f287353caa,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/6/2021 22:23,Exchange,Credit card,4.117233549,0,Delayed,TRUE
0d8d410b-fc6f-489c-b851-57300d8704d5,2639f6a7-faa2-4563-8fd4-55ce9de3346c,435726c4-0295-4a74-ad0e-e867ee0b2286,8b7f4bf7-93cd-4318-883c-cf533ad43740,ed029d40-8784-406f-9d6d-0f550997f6a3,Digital,6/6/2021 23:36,Purchase,Debit,16.094948484,0,Delayed,FALSE
01538526-314f-423c-8536-89018d0b5055,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,0df65236-4a75-45e0-aa67-95a4f67351b1,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/6/2021 4:58,Purchase,Credit card,22.170724017,0,Delayed,FALSE
caace2ac-7f90-4357-ac28-cf2321360bed,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,a9bf3b52-c1e9-43c7-8804-002d86e2f1f9,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/6/2021 8:12,Exchange,Cash,6.80862611,0,On-time,TRUE
b5607109-a52c-4310-80dc-cb1fc0fbc145,9b64841e-3493-4bab-a657-236a3e0e21f9,7362cf78-fc14-4107-873d-a20917435e13,133cabbc-7982-4ddd-be15-3953a70ed670,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/7/2021 15:26,Purchase,Mobile/digital/cashless,14.520066251,3.867020714,On-time,TRUE
6a959177-03b6-46f8-92eb-9814750abd3b,a059152d-db29-46c6-b65a-25b5823ee83b,822c6218-bc2b-4b30-bf8e-64e18fc36e7f,9dc9d36e-5b57-49ff-8c43-067a4fb6ac43,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/7/2021 18:50,Purchase,Cash,35.356708165,0,On-time,TRUE
1739caa4-b7ea-4fed-a9e1-79f181ed246a,bde0d704-b3fe-48b0-8ace-a661147d8216,8c30b701-a15e-48d1-b8c9-fd0d86e06d2b,d5667f01-46a5-43ff-9668-7f5dba1142cc,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/7/2021 19:34,Exchange,Cash,24.58318019,4.337335872,Delayed,TRUE
933c6796-5e95-4e99-9ccd-9c9c4828efbd,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b3446ee0-bcb1-4504-9a2e-2d9bbcbb0a57,a360fbbd-0487-48d9-bce9-d26dd784bdf9,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/7/2021 19:56,Purchase,Cash,19.603881955,0,On-time,FALSE
6da2b556-824b-4dea-9daf-fabbef5dde5c,b6fadde2-cc90-4a19-9167-6f94e59f1d86,29916751-cbd0-4e99-8f63-aafb413299c6,a360fbbd-0487-48d9-bce9-d26dd784bdf9,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/7/2021 21:18,Purchase,Debit,31.42730395,4.234145884,On-time,TRUE
f05913a2-581f-4ff7-ad7e-1fb777dc12c4,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,217d17ca-a715-4937-b96c-471c8412caab,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/7/2021 2:14,Purchase,Credit card,39.448982832,6.1202276,Delayed,FALSE
506e9893-8e8c-4cbe-9eac-f1ba924de072,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,4d2f7502-b1cf-49a5-93b6-9080d69acd4c,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/7/2021 2:52,Exchange,Credit card,16.03133816,0,Delayed,TRUE
842a06f6-e7ba-488e-acce-9c64f06ca57a,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,e554438a-0d9a-4bc0-a21e-73f61ff6d026,15ba6a90-64b5-489d-86ee-bcbfc6bdfefe,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/8/2021 0:49,Return,Credit card,43.536455223,12.463341009,On-time,FALSE
1b313261-64ca-4ffe-830b-cd0949af77d0,cc150d14-7afc-4c59-895a-e3e9e93b07f0,4031dfd9-2487-4a9a-a18c-8bedcac35802,fab468d7-e141-46d6-a766-87a7cfce2b5e,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/8/2021 16:48,Purchase,Mobile/digital/cashless,7.361568336,0,On-time,TRUE
d43a2f6f-c130-4ded-ade9-db9c36a73363,b2260359-a849-4b9d-82b9-aabe8f53b036,31ea5bf7-e71b-4e17-b366-336ce9804267,81ed874b-f763-4143-aa36-602ad6628068,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/8/2021 17:27,Refund,Cash,33.957583717,8.978464459,On-time,TRUE
ac7c48f7-be53-4d5a-a48d-aa6580eed5e8,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,927cff9a-f46e-40dd-a277-d0bb9e5e982a,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/8/2021 19:50,Purchase,Mobile/digital/cashless,29.190872403,2.938061032,On-time,TRUE
2c69d764-6550-4e65-869b-7e78441d5680,5c34469e-b3de-4490-84bb-1034083203b5,3a4f0f61-0b9d-48b0-9fcf-77b47505a5d9,faf5777d-22fe-436b-863b-7977e35abc49,03d6a07a-6c02-4f9a-911b-91f065253518,Physical,6/8/2021 20:16,Purchase,Credit card,15.409916503,0,On-time,TRUE
9cbefa43-8c15-45b8-9a01-2a0ae7c22da7,beecf646-5059-4a1e-9a89-09c4d7c885aa,0013f041-6c39-4766-867f-ce7ca60a19b3,aef7b627-5009-4e54-bc3e-fd6fad155a24,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/9/2021 20:23,Purchase,Mobile/digital/cashless,20.414171331,5.739896994,Delayed,TRUE
28851005-e253-4bf2-85ca-9c4bcf820d89,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,6a0b72b1-7de4-4058-8799-02d68fe315c3,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/9/2021 3:47,Purchase,Debit,17.065422122,0,On-time,FALSE
31d126e1-bed5-42eb-95f2-1351e05b7f07,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b064777d-a624-468a-933d-bd3e1b7f97b6,1435e4b7-153b-4234-a1ef-4bd849ef2f50,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/9/2021 5:58,Purchase,Credit card,17.090228118,4.984035501,On-time,FALSE
d06306d8-1913-4565-b2af-eb5ff21e1337,b9ffa96f-1c70-4f91-94ea-046879d0ea3f,7df12961-ae6e-4d23-a3c4-d47da65a1417,3af44dca-decb-4691-9c8f-ce3f1bedd38b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/9/2021 6:29,Exchange,Cash,20.468500626,0,On-time,TRUE
